,ID_viaje,Estado cerrado,Duracion,Id de estacion de inicio,Fecha de inicio,Nombre de estacion de inicio,Fecha de fin,Id de estacion de fin de viaje,Nombre de estacion de fin de viaje,ID de ciclista,Msnbc de bicicleta,Moto identificador publico,Modelo de bicicleta,Nombre de producto,start_lat,start_lon,target_lat,target_lon,starttime,withinC,withinCend
220293,1183171,NORMAL,331,35,2022-09-24 15:31:00,35 - MUNTO,24/09/2022 15:37,37.0,37 - ANDOAIN,2777,P15891,261.0,FIT,Ordinario Grupal (FN 20%),43.306922838390456,-1.9933626516954035,43.298994502059585,-1.9916941032626039,2022-09-24 15:31:00,True,True
220292,1183172,NORMAL,830,10,2022-09-24 15:33:00,10 - PEÑA Y GOÑI,24/09/2022 15:47,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,20285,P15887,125.0,FIT,Dbizi Ocasional,43.32272433290811,-1.9772990368010364,43.306105430715554,-1.9729627738199256,2022-09-24 15:33:00,True,True
220291,1183173,NORMAL,390,7,2022-09-24 15:33:00,07 - MARQUÉS MIRAFLORES,24/09/2022 15:40,18.0,18 - TERESA DE CALCUTA,17277,E20051,27.0,FIT,Dbizi Ordinario,43.31704533570667,-1.9860015608223442,43.320289499766545,-1.9755618544813616,2022-09-24 15:33:00,True,True
220290,1183174,NORMAL,277,12,2022-09-24 15:34:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,24/09/2022 15:38,6.0,06 - ARRASATE,1085,P32396,748.0,EFIT,Ordinario,43.32416306635694,-1.9733621599308762,43.318344146702714,-1.9815228341201954,2022-09-24 15:34:00,True,True
220289,1183175,NORMAL,588,2,2022-09-24 15:34:00,02 - BRETXA,24/09/2022 15:44,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,14312,P32362,788.0,EFIT,Ordinario,43.322867283695366,-1.982435071211216,43.306105430715554,-1.9729627738199256,2022-09-24 15:34:00,True,True
220288,1183176,NORMAL,726,10,2022-09-24 15:35:00,10 - PEÑA Y GOÑI,24/09/2022 15:47,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,21072,P15699,232.0,FIT,Dbizi Ocasional,43.32272433290811,-1.9772990368010364,43.306105430715554,-1.9729627738199256,2022-09-24 15:35:00,True,True
220287,1183177,NORMAL,565,10,2022-09-24 15:36:00,10 - PEÑA Y GOÑI,24/09/2022 15:46,6.0,06 - ARRASATE,3701,P15719,255.0,FIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.318344146702714,-1.9815228341201954,2022-09-24 15:36:00,True,True
220284,1183180,NORMAL,776,31,2022-09-24 15:42:00,31 - BARCELONA,24/09/2022 15:55,10.0,10 - PEÑA Y GOÑI,16694,P15851,279.0,FIT,Dbizi Ordinario,43.31202493382682,-1.9721476656757329,43.32272433290811,-1.9772990368010364,2022-09-24 15:42:00,True,True
220285,1183179,NORMAL,265,12,2022-09-24 15:42:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,24/09/2022 15:46,4.0,04 - ANDIA,4310,P15982,262.0,FIT,Ordinario,43.32416306635694,-1.9733621599308762,43.320524774991235,-1.9825648810534384,2022-09-24 15:42:00,True,True
220282,1183182,NORMAL,557,25,2022-09-24 15:45:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,24/09/2022 15:55,35.0,35 - MUNTO,4510,P35474,855.0,EFIT,Ordinario,43.308028841403846,-1.9788430368132444,43.306922838390456,-1.9933626516954035,2022-09-24 15:45:00,True,True
220281,1183183,NORMAL,460,30,2022-09-24 15:45:00,30 - HUMBOLDT,24/09/2022 15:53,11.0,11 - SAN FRANTZISKO-IPARRAGIRRE,2970,P32359,771.0,EFIT,Ordinario,43.3100607540581,-1.971309291351586,43.322754906556675,-1.9754242189721487,2022-09-24 15:45:00,True,True
220280,1183184,NORMAL,508,25,2022-09-24 15:46:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,24/09/2022 15:55,35.0,35 - MUNTO,16149,P32398,737.0,EFIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.306922838390456,-1.9933626516954035,2022-09-24 15:46:00,True,True
220279,1183185,NORMAL,1072,41,2022-09-24 15:48:00,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,24/09/2022 16:06,28.0,28 - ISABEL II,18345,P32390,777.0,EFIT,Dbizi Ordinario,43.30907225552243,-2.0106573112517827,43.30444212076648,-1.9760079804667197,2022-09-24 15:48:00,True,True
220278,1183186,NORMAL,930,25,2022-09-24 15:48:00,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,24/09/2022 16:04,35.0,35 - MUNTO,22347,P15861,285.0,FIT,Dbizi Ordinario,43.308028841403846,-1.9788430368132444,43.306922838390456,-1.9933626516954035,2022-09-24 15:48:00,True,True
220275,1183189,NORMAL,329,15,2022-09-24 15:52:00,15 - SEGUNDO IZPIZUA,24/09/2022 15:58,2.0,02 - BRETXA,8026,E20009,43.0,FIT,Dbizi Ordinario,43.32394484791497,-1.9699386277507438,43.322867283695366,-1.982435071211216,2022-09-24 15:52:00,True,True
220276,1183188,NORMAL,401,36,2022-09-24 15:52:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,24/09/2022 15:59,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,6743,P32358,796.0,EFIT,Dbizi Ordinario,43.30068417272159,-1.988182126986473,43.308028841403846,-1.9788430368132444,2022-09-24 15:52:00,True,True
220274,1183190,NORMAL,432,13,2022-09-24 15:53:00,13 - SAN FRANTZISKO- NAFARROA,24/09/2022 16:00,2.0,02 - BRETXA,1095,P15715,12.0,FIT,Ordinario,43.32576677160772,-1.9710549555601928,43.322867283695366,-1.982435071211216,2022-09-24 15:53:00,True,True
220273,1183191,NORMAL,667,45,2022-09-24 15:54:00,45 - XABIER LIZARDI,24/09/2022 16:06,28.0,28 - ISABEL II,13284,P32404,713.0,EFIT,Ordinario Grupal empresa -5,43.301489470754845,-2.0046293584460266,43.30444212076648,-1.9760079804667197,2022-09-24 15:54:00,True,True
220272,1183192,NORMAL,562,11,2022-09-24 15:55:00,11 - SAN FRANTZISKO-IPARRAGIRRE,24/09/2022 16:05,24.0,24 - MORLANS,22699,P32359,771.0,EFIT,Dbizi Ocasional,43.322754906556675,-1.9754242189721487,43.308489387451,-1.9830022646209984,2022-09-24 15:55:00,True,True
220269,1183195,NORMAL,294,7,2022-09-24 15:59:00,07 - MARQUÉS MIRAFLORES,24/09/2022 16:04,26.0,26 - JAVIER BARKAIZTEGI,2049,P32002,221.0,FIT,Ordinario (FN 20%),43.31704533570667,-1.9860015608223442,43.30590821804648,-1.9805843656440028,2022-09-24 15:59:00,True,True
220267,1183197,NORMAL,475,5,2022-09-24 16:01:00,05 - SAN MARTZIAL,24/09/2022 16:09,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,1904,P32327,749.0,EFIT,Ordinario,43.319248480374604,-1.980685847037382,43.308028841403846,-1.9788430368132444,2022-09-24 16:01:00,True,True
220268,1183196,NORMAL,448,12,2022-09-24 16:01:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,24/09/2022 16:08,7.0,07 - MARQUÉS MIRAFLORES,19265,P15961,303.0,FIT,Dbizi Ordinario,43.32416306635694,-1.9733621599308762,43.31704533570667,-1.9860015608223442,2022-09-24 16:01:00,True,True
220266,1183198,NORMAL,715,38,2022-09-24 16:02:00,38 - KRISTINA INFANTA,24/09/2022 16:14,26.0,26 - JAVIER BARKAIZTEGI,10446,P32328,743.0,EFIT,Dbizi Ordinario,43.31444640411938,-2.0043079706293203,43.30590821804648,-1.9805843656440028,2022-09-24 16:02:00,True,True
220264,1183200,NORMAL,266,24,2022-09-24 16:04:00,24 - MORLANS,24/09/2022 16:09,27.0,27 - PODAVINES,12499,P15830,151.0,FIT,Ordinario,43.308489387451,-1.9830022646209984,43.3027071653288,-1.9799116632676583,2022-09-24 16:04:00,True,True
220265,1183199,NORMAL,1219,26,2022-09-24 16:04:00,26 - JAVIER BARKAIZTEGI,24/09/2022 16:24,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,2718,P32338,820.0,EFIT,Dbizi Ocasional,43.30590821804648,-1.9805843656440028,43.30687232308195,-2.008501247136781,2022-09-24 16:04:00,True,True
220263,1183201,NORMAL,258,9,2022-09-24 16:06:00,09 - EASO,24/09/2022 16:10,28.0,28 - ISABEL II,19240,P32344,789.0,EFIT,Dbizi Ordinario,43.31328896200965,-1.9817650765547319,43.30444212076648,-1.9760079804667197,2022-09-24 16:06:00,True,True
220262,1183202,NORMAL,1296,6,2022-09-24 16:07:00,06 - ARRASATE,24/09/2022 16:29,9.0,09 - EASO,19793,P32410,746.0,EFIT,Dbizi Ordinario,43.318344146702714,-1.9815228341201954,43.31328896200965,-1.9817650765547319,2022-09-24 16:07:00,True,True
220259,1183205,NORMAL,2676,19,2022-09-24 16:12:00,19 - FRANTZIA PASEALEKUA,24/09/2022 16:57,8.0,08 - URDANETA,22169,P15936,124.0,FIT,Dbizi Ordinario,43.31785597968304,-1.9773212084271625,43.31576219683798,-1.982698040693127,2022-09-24 16:12:00,True,True
220258,1183206,NORMAL,427,2,2022-09-24 16:14:00,02 - BRETXA,24/09/2022 16:22,20.0,20 - TABAKALERA,12206,P15715,12.0,FIT,Ordinario,43.322867283695366,-1.982435071211216,43.317037588702135,-1.9750530324926516,2022-09-24 16:14:00,True,True
220257,1183207,NORMAL,388,5,2022-09-24 16:14:00,05 - SAN MARTZIAL,24/09/2022 16:21,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,6001,P32387,727.0,EFIT,Dbizi Ordinario,43.319248480374604,-1.980685847037382,43.308028841403846,-1.9788430368132444,2022-09-24 16:14:00,True,True
220256,1183208,NORMAL,427,6,2022-09-24 16:15:00,06 - ARRASATE,24/09/2022 16:22,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,14668,P32314,797.0,EFIT,Ordinario (FN 20%),43.318344146702714,-1.9815228341201954,43.308028841403846,-1.9788430368132444,2022-09-24 16:15:00,True,True
220255,1183209,NORMAL,374,10,2022-09-24 16:15:00,10 - PEÑA Y GOÑI,24/09/2022 16:21,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,14436,P15922,275.0,FIT,Ordinario,43.32272433290811,-1.9772990368010364,43.308028841403846,-1.9788430368132444,2022-09-24 16:15:00,True,True
220254,1183210,NORMAL,155,46,2022-09-24 16:15:00,46 - TOLOSA HIRIBIDEA-AMERIKA,24/09/2022 16:18,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,16268,P35480,851.0,EFIT,Dbizi Ordinario,43.302007179191335,-2.003167624367996,43.30687232308195,-2.008501247136781,2022-09-24 16:15:00,True,True
220253,1183211,NORMAL,710,28,2022-09-24 16:15:00,28 - ISABEL II,24/09/2022 16:27,2.0,02 - BRETXA,17819,P32404,713.0,EFIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.322867283695366,-1.982435071211216,2022-09-24 16:15:00,True,True
220252,1183212,NORMAL,518,3,2022-09-24 16:16:00,03 - SANTA KATALINA PLAZATXOA,24/09/2022 16:25,28.0,28 - ISABEL II,5648,P15783,11.0,FIT,Dbizi Ordinario,43.32128359680711,-1.980046729664166,43.30444212076648,-1.9760079804667197,2022-09-24 16:16:00,True,True
220251,1183213,NORMAL,228,40,2022-09-24 16:18:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,24/09/2022 16:21,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,6274,P32365,800.0,EFIT,Dbizi Ordinario,43.31171540543529,-2.0088228286874297,43.30687232308195,-2.008501247136781,2022-09-24 16:18:00,True,True
220249,1183215,NORMAL,644,26,2022-09-24 16:19:00,26 - JAVIER BARKAIZTEGI,24/09/2022 16:29,2.0,02 - BRETXA,14829,P32328,743.0,EFIT,Ordinario,43.30590821804648,-1.9805843656440028,43.322867283695366,-1.982435071211216,2022-09-24 16:19:00,True,True
220248,1183216,NORMAL,860,28,2022-09-24 16:19:00,28 - ISABEL II,24/09/2022 16:33,2.0,02 - BRETXA,862,P15829,52.0,FIT,Ordinario,43.30444212076648,-1.9760079804667197,43.322867283695366,-1.982435071211216,2022-09-24 16:19:00,True,True
220246,1183219,NORMAL,496,38,2022-09-24 16:20:00,38 - KRISTINA INFANTA,24/09/2022 16:28,4.0,04 - ANDIA,21022,P32403,719.0,EFIT,Dbizi Ocasional,43.31444640411938,-2.0043079706293203,43.320524774991235,-1.9825648810534384,2022-09-24 16:20:00,True,True
220243,1183224,NORMAL,621,9,2022-09-24 16:22:00,09 - EASO,24/09/2022 16:33,45.0,45 - XABIER LIZARDI,3062,P35473,858.0,EFIT,Ordinario,43.31328896200965,-1.9817650765547319,43.301489470754845,-2.0046293584460266,2022-09-24 16:22:00,True,True
220244,1183223,NORMAL,265,37,2022-09-24 16:22:00,37 - ANDOAIN,24/09/2022 16:26,35.0,35 - MUNTO,2777,P32336,730.0,EFIT,Ordinario Grupal (FN 20%),43.298994502059585,-1.9916941032626039,43.306922838390456,-1.9933626516954035,2022-09-24 16:22:00,True,True
220242,1183225,NORMAL,510,37,2022-09-24 16:24:00,37 - ANDOAIN,24/09/2022 16:32,8.0,08 - URDANETA,15462,P15848,154.0,FIT,Dbizi Ordinario,43.298994502059585,-1.9916941032626039,43.31576219683798,-1.982698040693127,2022-09-24 16:24:00,True,True
220241,1183226,NORMAL,983,46,2022-09-24 16:25:00,46 - TOLOSA HIRIBIDEA-AMERIKA,24/09/2022 16:41,2.0,02 - BRETXA,22646,P32334,722.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.302007179191335,-2.003167624367996,43.322867283695366,-1.982435071211216,2022-09-24 16:25:00,True,True
220240,1183227,NORMAL,470,19,2022-09-24 16:26:00,19 - FRANTZIA PASEALEKUA,24/09/2022 16:33,26.0,26 - JAVIER BARKAIZTEGI,12892,P32370,736.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.30590821804648,-1.9805843656440028,2022-09-24 16:26:00,True,True
220239,1183228,NORMAL,186,9,2022-09-24 16:27:00,09 - EASO,24/09/2022 16:30,24.0,24 - MORLANS,4234,P32345,778.0,EFIT,Ordinario Grupal,43.31328896200965,-1.9817650765547319,43.308489387451,-1.9830022646209984,2022-09-24 16:27:00,True,True
220238,1183231,NORMAL,225,12,2022-09-24 16:28:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,24/09/2022 16:31,2.0,02 - BRETXA,2849,P15993,86.0,FIT,Ordinario,43.32416306635694,-1.9733621599308762,43.322867283695366,-1.982435071211216,2022-09-24 16:28:00,True,True
220236,1183233,NORMAL,380,46,2022-09-24 16:28:00,46 - TOLOSA HIRIBIDEA-AMERIKA,24/09/2022 16:35,39.0,39 - ZARAUTZ,5448,P15998,42.0,FIT,Dbizi Ordinario,43.302007179191335,-2.003167624367996,43.31241486290128,-2.0058503967344836,2022-09-24 16:28:00,True,True
220234,1183235,NORMAL,926,28,2022-09-24 16:29:00,28 - ISABEL II,24/09/2022 16:45,10.0,10 - PEÑA Y GOÑI,16016,P15783,11.0,FIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.32272433290811,-1.9772990368010364,2022-09-24 16:29:00,True,True
220233,1183236,NORMAL,923,28,2022-09-24 16:30:00,28 - ISABEL II,24/09/2022 16:45,2.0,02 - BRETXA,11645,P32317,709.0,EFIT,Ordinario,43.30444212076648,-1.9760079804667197,43.322867283695366,-1.982435071211216,2022-09-24 16:30:00,True,True
220232,1183240,NORMAL,370,47,2022-09-24 16:32:00,01 - UDALETXEA / AYUNTAMIENTO,24/09/2022 16:38,8.0,08 - URDANETA,22133,P15929,296.0,FIT,Dbizi Ordinario,43.32145412113152,-1.9864178021210355,43.31576219683798,-1.982698040693127,2022-09-24 16:32:00,True,True
220230,1183243,NORMAL,490,7,2022-09-24 16:33:00,07 - MARQUÉS MIRAFLORES,24/09/2022 16:41,15.0,15 - SEGUNDO IZPIZUA,2855,P15961,303.0,FIT,Ordinario,43.31704533570667,-1.9860015608223442,43.32394484791497,-1.9699386277507438,2022-09-24 16:33:00,True,True
220229,1183244,NORMAL,600,39,2022-09-24 16:33:00,39 - ZARAUTZ,24/09/2022 16:43,2.0,02 - BRETXA,3404,P32348,775.0,EFIT,Ordinario Grupal FN o FNE -5,43.31241486290128,-2.0058503967344836,43.322867283695366,-1.982435071211216,2022-09-24 16:33:00,True,True
220228,1183245,NORMAL,877,44,2022-09-24 16:33:00,44 - BERNARDO ESTORNES,24/09/2022 16:48,2.0,02 - BRETXA,22688,P15736,67.0,FIT,Dbizi Ocasional,43.30324802621556,-2.0076820639204795,43.322867283695366,-1.982435071211216,2022-09-24 16:33:00,True,True
220224,1183249,NORMAL,678,46,2022-09-24 16:34:00,46 - TOLOSA HIRIBIDEA-AMERIKA,24/09/2022 16:46,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,22360,P15825,172.0,FIT,Dbizi Ocasional,43.302007179191335,-2.003167624367996,43.308028841403846,-1.9788430368132444,2022-09-24 16:34:00,True,True
220225,1183248,NORMAL,415,14,2022-09-24 16:34:00,14 - BERMINGHAM,24/09/2022 16:41,19.0,19 - FRANTZIA PASEALEKUA,23029,P15828,87.0,FIT,Dbizi Ocasional,43.323775729352455,-1.9714737017795105,43.31785597968304,-1.9773212084271625,2022-09-24 16:34:00,True,True
220227,1183246,NORMAL,435,14,2022-09-24 16:34:00,14 - BERMINGHAM,24/09/2022 16:41,19.0,19 - FRANTZIA PASEALEKUA,23032,P15745,213.0,FIT,Dbizi Ocasional,43.323775729352455,-1.9714737017795105,43.31785597968304,-1.9773212084271625,2022-09-24 16:34:00,True,True
220222,1183251,NORMAL,684,35,2022-09-24 16:35:00,35 - MUNTO,24/09/2022 16:46,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,4193,P32398,737.0,EFIT,Ordinario Grupal FN o FNE -5,43.306922838390456,-1.9933626516954035,43.30907225552243,-2.0106573112517827,2022-09-24 16:35:00,True,True
220221,1183252,NORMAL,211,22,2022-09-24 16:35:00,22 - ANTSO JAKITUNA / SANCHO EL SABIO,24/09/2022 16:39,6.0,06 - ARRASATE,1636,P32421,819.0,EFIT,Ordinario,43.31109581854418,-1.9804310586157425,43.318344146702714,-1.9815228341201954,2022-09-24 16:35:00,True,True
220223,1183250,NORMAL,555,38,2022-09-24 16:35:00,38 - KRISTINA INFANTA,24/09/2022 16:44,8.0,08 - URDANETA,17764,P32429,818.0,EFIT,Dbizi Ordinario Grupal empresa -5,43.31444640411938,-2.0043079706293203,43.31576219683798,-1.982698040693127,2022-09-24 16:35:00,True,True
220219,1183254,NORMAL,658,20,2022-09-24 16:38:00,20 - TABAKALERA,24/09/2022 16:49,28.0,28 - ISABEL II,18663,P32393,717.0,EFIT,Dbizi Ordinario,43.317037588702135,-1.9750530324926516,43.30444212076648,-1.9760079804667197,2022-09-24 16:38:00,True,True
220218,1183255,NORMAL,163,30,2022-09-24 16:40:00,30 - HUMBOLDT,24/09/2022 16:42,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,9362,P35475,857.0,EFIT,Dbizi Ordinario,43.3100607540581,-1.971309291351586,43.306105430715554,-1.9729627738199256,2022-09-24 16:40:00,True,True
220217,1183256,NORMAL,329,28,2022-09-24 16:40:00,28 - ISABEL II,24/09/2022 16:46,9.0,09 - EASO,22051,P32354,772.0,EFIT,Dbizi Ordinario,43.30444212076648,-1.9760079804667197,43.31328896200965,-1.9817650765547319,2022-09-24 16:40:00,True,True
220213,1183260,NORMAL,378,15,2022-09-24 16:42:00,15 - SEGUNDO IZPIZUA,24/09/2022 16:49,3.0,03 - SANTA KATALINA PLAZATXOA,18408,P15885,282.0,FIT,Dbizi Ocasional,43.32394484791497,-1.9699386277507438,43.32128359680711,-1.980046729664166,2022-09-24 16:42:00,True,True
220212,1183261,NORMAL,649,36,2022-09-24 16:43:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,24/09/2022 16:53,28.0,28 - ISABEL II,4685,P32335,744.0,EFIT,Dbizi Ordinario,43.30068417272159,-1.988182126986473,43.30444212076648,-1.9760079804667197,2022-09-24 16:43:00,True,True
220211,1183262,NORMAL,754,36,2022-09-24 16:43:00,36 - ERRONDOGAINA / ALTO DE ERRONDO,24/09/2022 16:55,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,18441,P32392,756.0,EFIT,Dbizi Ordinario,43.30068417272159,-1.988182126986473,43.31171540543529,-2.0088228286874297,2022-09-24 16:43:00,True,True
220210,1183263,NORMAL,181,19,2022-09-24 16:43:00,19 - FRANTZIA PASEALEKUA,24/09/2022 16:46,10.0,10 - PEÑA Y GOÑI,21959,P32355,811.0,EFIT,Dbizi Ordinario,43.31785597968304,-1.9773212084271625,43.32272433290811,-1.9772990368010364,2022-09-24 16:43:00,True,True
220209,1183264,NORMAL,592,8,2022-09-24 16:44:00,08 - URDANETA,24/09/2022 16:54,29.0,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,20956,P15929,296.0,FIT,Dbizi ORDINARIO (FN 20%),43.31576219683798,-1.982698040693127,43.306105430715554,-1.9729627738199256,2022-09-24 16:44:00,True,True
220208,1183265,NORMAL,523,28,2022-09-24 16:44:00,28 - ISABEL II,24/09/2022 16:53,22.0,22 - ANTSO JAKITUNA / SANCHO EL SABIO,9165,P32344,789.0,EFIT,Dbizi Ocasional,43.30444212076648,-1.9760079804667197,43.31109581854418,-1.9804310586157425,2022-09-24 16:44:00,True,True
220206,1183267,NORMAL,257,38,2022-09-24 16:46:00,38 - KRISTINA INFANTA,24/09/2022 16:50,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,22473,P15701,145.0,FIT,Dbizi Ocasional,43.31444640411938,-2.0043079706293203,43.30907225552243,-2.0106573112517827,2022-09-24 16:46:00,True,True
220204,1183269,NORMAL,897,10,2022-09-24 16:49:00,10 - PEÑA Y GOÑI,24/09/2022 17:04,40.0,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,20098,P32355,811.0,EFIT,Dbizi Ordinario,43.32272433290811,-1.9772990368010364,43.31171540543529,-2.0088228286874297,2022-09-24 16:49:00,True,True
220203,1183271,NORMAL,470,45,2022-09-24 16:50:00,45 - XABIER LIZARDI,24/09/2022 16:58,39.0,39 - ZARAUTZ,22972,P35473,858.0,EFIT,Dbizi Ordinario,43.301489470754845,-2.0046293584460266,43.31241486290128,-2.0058503967344836,2022-09-24 16:50:00,True,True
220201,1183274,NORMAL,558,35,2022-09-24 16:51:00,35 - MUNTO,24/09/2022 17:00,47.0,01 - UDALETXEA / AYUNTAMIENTO,1356,P35474,855.0,EFIT,Ordinario,43.306922838390456,-1.9933626516954035,43.32145412113152,-1.9864178021210355,2022-09-24 16:51:00,True,True
220200,1183275,NORMAL,920,19,2022-09-24 16:51:00,19 - FRANTZIA PASEALEKUA,24/09/2022 17:06,2.0,02 - BRETXA,23029,P15828,87.0,FIT,Dbizi Ocasional,43.31785597968304,-1.9773212084271625,43.322867283695366,-1.982435071211216,2022-09-24 16:51:00,True,True
220199,1183276,NORMAL,944,19,2022-09-24 16:51:00,19 - FRANTZIA PASEALEKUA,24/09/2022 17:07,2.0,02 - BRETXA,23032,P15745,213.0,FIT,Dbizi Ocasional,43.31785597968304,-1.9773212084271625,43.322867283695366,-1.982435071211216,2022-09-24 16:51:00,True,True
220198,1183277,NORMAL,561,8,2022-09-24 16:52:00,08 - URDANETA,24/09/2022 17:01,37.0,37 - ANDOAIN,11421,P32429,818.0,EFIT,Dbizi Ordinario,43.31576219683798,-1.982698040693127,43.298994502059585,-1.9916941032626039,2022-09-24 16:52:00,True,True
220197,1183278,NORMAL,285,19,2022-09-24 16:52:00,19 - FRANTZIA PASEALEKUA,24/09/2022 16:57,25.0,25 - CORTÁZAR ARKITEKTOAK / ARQUITECTOS,10764,P32425,794.0,EFIT,Ordinario,43.31785597968304,-1.9773212084271625,43.308028841403846,-1.9788430368132444,2022-09-24 16:52:00,True,True
220196,1183279,NORMAL,1141,40,2022-09-24 16:53:00,40 - TOLOSA HIRIB.-IRAKASLE ESKOLA/MAGISTERIO,24/09/2022 17:12,43.0,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,2104,P32409,793.0,EFIT,Ordinario,43.31171540543529,-2.0088228286874297,43.30687232308195,-2.008501247136781,2022-09-24 16:53:00,True,True
220194,1183281,NORMAL,684,43,2022-09-24 16:54:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,24/09/2022 17:05,9.0,09 - EASO,19958,P35480,851.0,EFIT,Dbizi Ordinario,43.30687232308195,-2.008501247136781,43.31328896200965,-1.9817650765547319,2022-09-24 16:54:00,True,True
220193,1183282,NORMAL,445,37,2022-09-24 16:54:00,37 - ANDOAIN,24/09/2022 17:02,41.0,41 - TOLOSA HIRIBIDEA-KARLOS SANTAMARIA,12318,P15891,261.0,FIT,Ordinario,43.298994502059585,-1.9916941032626039,43.30907225552243,-2.0106573112517827,2022-09-24 16:54:00,True,True
220192,1183283,NORMAL,505,29,2022-09-24 16:55:00,29 - EUSKAL KORTSARIOAK / CORSARIOS VASCOS,24/09/2022 17:04,2.0,02 - BRETXA,246,P32415,745.0,EFIT,Ordinario,43.306105430715554,-1.9729627738199256,43.322867283695366,-1.982435071211216,2022-09-24 16:55:00,True,True
220191,1183284,NORMAL,483,26,2022-09-24 16:56:00,26 - JAVIER BARKAIZTEGI,24/09/2022 17:04,10.0,10 - PEÑA Y GOÑI,9110,P32370,736.0,EFIT,Dbizi Ordinario,43.30590821804648,-1.9805843656440028,43.32272433290811,-1.9772990368010364,2022-09-24 16:56:00,True,True
220187,1183288,NORMAL,991,43,2022-09-24 16:58:00,43 - TOLOSA HIRIBIDEA-PSIKOLOGIA,24/09/2022 17:15,44.0,44 - BERNARDO ESTORNES,13283,P32365,800.0,EFIT,Ordinario Grupal empresa -5,43.30687232308195,-2.008501247136781,43.30324802621556,-2.0076820639204795,2022-09-24 16:58:00,True,True
220188,1183287,NORMAL,352,13,2022-09-24 16:58:00,13 - SAN FRANTZISKO- NAFARROA,24/09/2022 17:04,6.0,06 - ARRASATE,397,P15776,267.0,FIT,Ordinario,43.32576677160772,-1.9710549555601928,43.318344146702714,-1.9815228341201954,2022-09-24 16:58:00,True,True
220185,1183293,NORMAL,778,18,2022-09-24 17:01:00,18 - TERESA DE CALCUTA,24/09/2022 17:14,27.0,27 - PODAVINES,15763,P32364,792.0,EFIT,Dbizi Ordinario,43.320289499766545,-1.9755618544813616,43.3027071653288,-1.9799116632676583,2022-09-24 17:01:00,True,True
220181,1183298,NORMAL,884,12,2022-09-24 17:02:00,12 - S.FRANTZISKO-GALTZADA NAGUSIA / GRAN VÍA,24/09/2022 17:17,28.0,28 - ISABEL II,15547,E20042,138.0,FIT,Dbizi Ordinario,43.32416306635694,-1.9733621599308762,43.30444212076648,-1.9760079804667197,2022-09-24 17:02:00,True,True
220184,1183294,NORMAL,275,2,2022-09-24 17:02:00,02 - BRETXA,24/09/2022 17:06,18.0,18 - TERESA DE CALCUTA,23081,P32348,775.0,EFIT,Dbizi Ordinario,43.322867283695366,-1.982435071211216,43.320289499766545,-1.9755618544813616,2022-09-24 17:02:00,True,True
